time / s,Au / M,Au(I)Cl2- / M,Au(II)Cl4^2- / M,Au(III)Cl4- / M,Au2Cl6^2- / M,Cl / M,Cl- / M,Cl2 / M,Cl2- / M,Cl2O / M,Cl2O2 / M,Cl2O3 / M,Cl2O4 / M,Cl3- / M,ClO / M,ClO- / M,ClO2 / M,ClO2- / M,ClO3 / M,ClO3- / M,ClOH- / M,H / M,H+ / M,H2 / M,H2O / M,H2O2 / M,HCl / M,HClO / M,HClO2 / M,HO2 / M,HO2- / M,HO3 / M,O / M,O- / M,O2 / M,O2- / M,O3 / M,O3- / M,O4 / M,OH / M,OH- / M,eh- / M
1.2966743722206121e-24,1.0472334182479138e-148,2.0609456839503156e-112,2.9018532414312897e-37,0.02,6.867967494685581e-90,3.8212355346579945e-142,1.3735934989371161e-89,6.396564488807975e-256,6.061785955905771e-235,0.0,0.0,0.0,0.0,0.0,9.536097710809827e-180,2.2378813478001476e-144,0.0,2.23e-321,0.0,0.0,4.128970444185875e-125,6.41873829201103e-22,0.0200001,1.0911855096418736e-22,55.56,3.0168069972451794e-22,5.185365267515698e-116,2.0638342287574617e-143,0.0,5.1349906336088166e-23,3.4796989616135877e-43,1.745075397758617e-102,2.6764610531667367e-49,2.687541026729439e-42,0.000255,9.63538017073543e-39,1.6790723272395376e-67,1.5174209932428618e-60,0.0,2.3300020000000007e-21,1.0000000000000025e-07,2.227302187327823e-21
6.861795656325141e-24,2.82851734366034e-143,2.0042174496918814e-108,9.922785408303359e-36,0.02,7.945978280757907e-86,1.0329504974219925e-136,1.5891956561515814e-85,1.6821729827235774e-247,1.594132691067178e-226,0.0,0.0,0.0,0.0,0.0,1.3641603228902972e-173,1.1517692966164652e-139,0.0,1.6292792413635e-311,0.0,0.0,2.125055195140236e-120,3.39669476584025e-21,0.0200001,5.774381101928377e-22,55.56,1.5964465399449037e-21,5.042636316480291e-112,1.0621925511491638e-138,0.0,2.717355812672178e-22,1.1898708586846963e-41,8.067755961922837e-99,9.152064723699088e-48,9.189952304787573e-41,0.000255,3.29478446382321e-37,5.211890442383118e-65,4.710119893855972e-58,0.0,1.2330002000000003e-20,1.0000000000000127e-07,1.1786530837465528e-20
1.242691694042967e-23,1.107467178977057e-139,2.1795607769671577e-106,2.736771194963709e-35,0.02,6.838530478348897e-85,4.02030154770219e-133,1.3677060956697794e-84,7.053384945206039e-242,6.68423024231379e-221,0.0,0.0,0.0,0.0,0.0,9.614384307434956e-170,2.259223383683471e-137,0.0,2.4667992496943886e-304,0.0,0.0,4.168347257200337e-118,6.15151570247942e-21,0.0200001,1.045757669421488e-21,55.56,2.8912123801652895e-21,5.483802333723944e-110,2.083516426927031e-136,8.4e-322,4.9212125619834755e-22,3.281744145197487e-41,2.092688479663221e-97,2.5242012277423454e-47,2.5346508783498077e-40,0.000255,9.087237951009024e-37,1.9540326139812263e-64,1.7659097001562686e-57,0.0,2.2330002000000004e-20,1.0000000000000229e-07,2.13457594876032e-20
6.807812978147496e-23,4.390999178840711e-136,9.30521049634547e-104,5.924333002216486e-34,0.02,1.4197981280647427e-81,2.9683948346932884e-130,2.8395962561294854e-81,4.3910675458516466e-237,4.1612511893648706e-216,0.0,0.0,0.0,0.0,0.0,3.8635339859245285e-166,5.245327065077162e-134,0.0,2.6475957640451444e-299,0.0,0.0,9.677814439573178e-115,3.369972506887225e-20,0.0200001,5.7289532617079906e-21,55.56,1.5838870782369147e-20,2.341202666835325e-107,4.8373813690237405e-133,4.1871221e-316,2.6959780055096493e-21,7.1040447882549534e-40,2.221921572725315e-94,5.464179345817648e-46,5.486799874003596e-39,0.000255,1.9671291407635938e-35,1.6420323642832398e-62,1.4839470228443348e-55,0.0,1.2233000200000001e-19,1.0000000000001254e-07,1.169380459889784e-19
1.2372934262252024e-22,2.325847271725079e-134,1.5948160251838425e-101,1.9387315342110052e-33,0.02,1.800108508180528e-80,4.5720846223125713e-128,3.600217016361056e-80,1.1562865002390914e-232,1.0957696558693248e-211,0.0,0.0,0.0,0.0,0.0,1.0824118100450998e-163,1.6440572311098808e-131,0.0,6.220556613906637e-295,0.0,0.0,3.0333438912995366e-112,6.124793443526735e-20,0.0200001,1.0412148853994493e-20,55.56,2.878652918457301e-20,4.012577182148144e-105,1.5161936940652342e-130,2.94753258801e-312,4.899834754820959e-21,2.324790933643719e-39,4.4775061983999e-93,1.7881467504203014e-45,1.7955492936766526e-38,0.000255,6.437408727086828e-35,8.26802152927137e-62,7.472024425371046e-55,0.0,2.22330002e-19,1.000000000000228e-07,2.1253033249035051e-19
1.7938055546356553e-22,5.625011324523189e-132,2.0445448339343914e-100,4.066262413917702e-33,0.02,9.987820041295714e-80,1.4191844936832404e-125,1.9975640082591428e-79,3.961195707254192e-229,3.7538776556798745e-208,0.0,0.0,0.0,0.0,0.0,4.8898396595173216e-161,2.9231072264735234e-130,0.0,6.072647874338701e-290,0.0,0.0,5.39323648912809e-111,8.879614380166471e-20,0.0200001,1.5095344446280995e-20,55.56,4.1734187586776866e-20,5.1441005225529397e-104,2.6957679209644788e-129,6.923738760324887e-308,7.103691504132276e-21,4.875976805907087e-39,2.9135569453949847e-92,3.750428459793033e-45,3.7659544276122135e-38,0.000255,1.3501711138479564e-34,2.3987671350117063e-61,2.1678277638885977e-54,0.0,3.2233000200000006e-19,1.0000000000003306e-07,3.0812261899171954e-19
7.358926838740184e-22,7.022626925432666e-128,1.8526893975177847e-97,6.830936672543681e-32,0.02,1.890335449308524e-76,6.441785851071896e-122,3.780670898617048e-76,1.9148791593311315e-223,1.8146596698858561e-202,0.0,0.0,0.0,0.0,1.76e-321,9.107058753021235e-157,1.13290168919713e-126,3.4065e-319,1.261215696037732e-283,0.0,0.0,2.0902437903873866e-107,3.6427823746576277e-19,0.0200001,6.192730036914602e-20,55.56,1.7121077160881544e-19,4.6613898309873677e-101,1.0447923373062622e-125,2.044550963784675e-300,2.91422589972459e-20,8.191180348815688e-38,3.0843564722036805e-89,6.300365469790107e-44,6.3264476288177995e-37,0.000255,2.2681599063116073e-33,1.9186099731571295e-59,1.733897345505113e-52,0.0,1.3223300020000003e-18,1.000000000001356e-07,1.2640454840052405e-18
1.2924048122844711e-21,4.8101102741898933e-126,2.1325908580987864e-95,2.106757356086842e-31,0.02,2.1680777948977847e-75,9.87572066114136e-120,4.3361555897955694e-75,3.3203265703392105e-219,3.1465498429320852e-198,0.0,5.4e-323,0.0,0.0,3.210388315e-315,2.4427007203371145e-154,2.291203679671507e-124,4.107670519e-314,2.9017031348874285e-279,0.0,0.0,4.227352037351237e-105,6.397603311300872e-19,0.0200001,1.0875925629201104e-19,55.56,3.00687355630854e-19,5.365625426969543e-99,2.1130095140251486e-123,1.4038043067756538e-295,5.118082649036031e-20,2.5262757191540535e-37,5.474414196267505e-88,1.943121702894286e-43,1.9511658091449042e-36,0.000255,6.995325526305422e-33,9.221778222464042e-59,8.333958962197066e-52,0.0,2.3223300020000008e-18,1.0000000000023814e-07,2.2199683490184535e-18
1.848916940694924e-21,7.74604897439267e-124,2.4686108632751775e-94,4.3116536906365465e-31,0.02,1.1459531096370945e-74,1.9787189040795037e-117,2.291906219274189e-74,6.520478672001377e-216,6.1792148160694075e-195,0.0,3.93301e-318,0.0,0.0,5.43363861298656e-310,7.020113281650507e-152,3.6240507110304763e-123,1.35196811329925e-309,1.172202693557826e-274,0.0,0.0,6.686502074285193e-104,9.152424247946382e-19,0.0200001,1.5559121221487608e-19,55.56,4.3016393965289257e-19,6.211055987125007e-98,3.3421968110733124e-122,3.229717221199304e-291,7.321939398347553e-20,5.170232820880929e-37,3.356406664627216e-87,3.9767597523437556e-43,3.993222683063857e-36,0.000255,1.4316513971363963e-32,2.6023655948283712e-58,2.3518249461997594e-51,0.0,3.322330002000001e-18,1.0000000000034069e-07,3.1758912140313588e-18
7.414038224799453e-21,8.298352186827364e-120,2.0610486485155884e-91,6.932841255056572e-30,0.02,1.947902666493592e-71,7.807971492064418e-114,3.895805332987184e-71,2.5792989093598624e-210,2.4443055426789284e-189,0.0,2.953262098609585e-309,0.0,0.0,3.211466128171936e-302,1.1118364187817597e-147,1.269152873103455e-119,6.624536796352835e-302,1.8515965455134793e-268,0.0,0.0,2.3416320562958803e-100,3.6700633614526e-18,0.02000010000000001,6.239107714435263e-19,55.56,1.7249297798732782e-18,5.18562432765722e-95,1.1704468351782045e-118,3.9464361246238605e-284,2.93605068914672e-19,8.313377179947324e-36,3.2468209904009447e-84,6.394354939121901e-42,6.420826194282867e-35,0.000255,2.3019965379982204e-31,1.9537459219410698e-56,1.7656506091484474e-49,0.0,1.3322330002000002e-17,1.0000000000136614e-07,1.2735119864143474e-17
1.2979159508903981e-20,5.379380255720996e-118,2.19974958762959e-89,2.1246843598216117e-29,0.02,2.2100997235779346e-70,1.107276178272439e-111,4.420199447155869e-70,3.8307257537711296e-206,3.6302361676191076e-185,0.0,8.24431979417904e-304,0.0,0.0,4.454350956415941e-296,2.7492725749722274e-145,2.3721127686355313e-117,6.056227619069494e-297,3.640039058891288e-264,0.0,0.0,4.376632175605166e-98,6.424884298133204e-18,0.02000010000000002,1.0922303306721765e-18,55.56,3.0196956200936636e-18,5.534597635325866e-93,2.18762604692846e-116,2.060947077206551e-279,5.139907438459489e-19,2.5477725252834854e-35,5.6012768458443994e-83,1.9596562838351324e-41,1.9677688396637527e-34,0.000255,7.054850761322526e-31,9.330519017499257e-56,8.432230824779197e-49,0.0,2.3322330002000005e-17,1.0000000000239159e-07,2.2294348514224797e-17
1.854428079300851e-20,8.012171984194245e-116,2.517296729108572e-88,4.3373172398537114e-29,0.02,1.1621714991860116e-69,2.0488190850039304e-109,2.324342998372023e-69,6.86419960119242e-203,6.504946375321169e-182,0.0,4.976675012642455e-299,0.0,0.0,6.378096469037543e-291,7.288732096655636e-143,3.704802428787044e-116,1.701026245653399e-292,1.2546695247032596e-259,0.0,9.185e-321,6.835491857057822e-97,9.17970523483645e-18,0.02000010000000003,1.5605498899008268e-18,55.56,4.3144614603140495e-18,6.333550238030025e-92,3.4166682120286253e-115,4.051523554157727e-275,7.343764187773062e-19,5.201006750119105e-35,3.407138048523251e-82,4.0004299672922603e-41,4.016990887520662e-34,0.000255,1.440172780966382e-30,2.624650647163566e-55,2.371964523042307e-48,0.0,3.3322330002000007e-17,1.0000000000341705e-07,3.1853577164275324e-17
