time / s,Au / M,Au(I)Cl2- / M,Au(II)Cl4^2- / M,Au(III)Cl4- / M,Au2Cl6^2- / M,Cl / M,Cl- / M,Cl2 / M,Cl2- / M,Cl2O / M,Cl2O2 / M,Cl2O3 / M,Cl2O4 / M,Cl3- / M,ClO / M,ClO- / M,ClO2 / M,ClO2- / M,ClO3 / M,ClO3- / M,ClOH- / M,H / M,H+ / M,H2 / M,H2O / M,H2O2 / M,HCl / M,HClO / M,HClO2 / M,HO2 / M,HO2- / M,HO3 / M,O / M,O- / M,O2 / M,O2- / M,O3 / M,O3- / M,O4 / M,OH / M,OH- / M,eh- / M
1.0763679593010843e-08,1.1138891735441204e-27,6.840859307550505e-22,9.936388782833786e-08,0.019999900636105197,3.4899633666805772e-15,5.604159317520173e-22,6.97992671448248e-15,2.0963706548378282e-44,7.334797957972341e-35,8.207297501545807e-186,1.1260922689136683e-87,2.2049007321145664e-143,4.668979936927656e-171,8.003648810275195e-64,1.1252683156562631e-44,2.043374890657136e-40,7.336571107803656e-100,2.5828874346300174e-91,1.7625779887600674e-127,1.046536476010106e-95,8.264670827306507e-22,1.0442225504608688e-07,0.020000130732781896,9.204230537768959e-09,55.55999984632117,2.5043022810824014e-08,1.7197587622220746e-25,5.137362099178472e-39,9.282485786256762e-92,8.640221645384548e-09,2.1315862118987723e-15,4.4445928541280924e-27,1.3428418716915699e-19,5.34035440369652e-16,0.0002549954691914123,1.530340656554016e-10,4.923308443961244e-22,2.581080184086743e-19,8.006671112311625e-177,1.934111968155918e-07,1.6566812588670135e-09,2.9559169086082084e-08
1.091850079356198e-08,1.2324091810397594e-27,7.398610353339075e-22,1.0173689586914406e-07,0.019999898263096703,3.716936317102126e-15,6.154169961462046e-22,7.433872604425248e-15,2.567064470914201e-44,8.711745197364635e-35,1.4158142548411229e-185,1.4591815616263897e-87,3.3756093800333285e-143,7.5713392906376605e-171,1.0599453646389107e-63,1.2714301357680087e-44,2.2200060576826387e-40,9.793290100985631e-100,3.3879558842542124e-91,2.4924635170067792e-127,1.376372231429874e-95,8.939030118052749e-22,1.0535502725856823e-07,0.02000013311091228,9.337503707699182e-09,55.55999984269617,2.54032492616756e-08,1.8599516519499305e-25,5.6374492898926045e-39,1.2296106313021242e-91,8.810383753983085e-09,2.15956262666574e-15,4.7552883109334516e-27,1.3816775112867486e-19,5.418162947651043e-16,0.0002549953600596298,1.5331096703396412e-10,5.138622132175586e-22,2.6207606760998867e-19,1.317769018148785e-176,1.9619310668736155e-07,1.6567005220197678e-09,2.9563994776158184e-08
1.1002452528027146e-08,1.3010087832784035e-27,7.715986739049111e-22,1.0303053361238824e-07,0.019999896969458704,3.844539571660548e-15,6.470786408250422e-22,7.689079106983191e-15,2.8614115167694965e-44,9.553089173885904e-35,1.8962284696345192e-185,1.6766323824768734e-87,4.241180945547091e-143,9.810589481242934e-171,1.2321403018893293e-63,1.3574483470331152e-44,2.3208040865001374e-40,1.1433447179204681e-99,3.9183838947031574e-91,3.0012115923269418e-127,1.5941253657320405e-95,9.322678418522177e-22,1.0585379705907223e-07,0.020000134407147235,9.409773978293686e-09,55.55999984073052,2.5598582194604164e-08,1.9397245188887839e-25,5.925213067384328e-39,1.4296172640066737e-91,8.902978337882725e-09,2.174755810582992e-15,4.930562063303589e-27,1.4029667452062974e-19,5.46035440164487e-16,0.0002549953005602114,1.534595839481041e-10,5.257955305053905e-22,2.6422772526388436e-19,1.7211007359035733e-176,1.9770159534719679e-07,1.656710696035731e-09,2.956643292513763e-08
1.1086404262492311e-08,1.3728026013104504e-27,8.044211762354102e-22,1.0432894408484867e-07,0.01999989567104797,3.9753938004471195e-15,6.800887985334744e-22,7.950787557513194e-15,3.186690831559738e-44,1.0467767876627304e-34,2.534040838045016e-185,1.9243741226962254e-87,5.319180453410521e-143,1.268683294051206e-170,1.4305556423434785e-63,1.4485313344921045e-44,2.4252553430083875e-40,1.3332152934333856e-99,4.526663029122429e-91,3.6085326283346134e-127,1.8441957412306353e-95,9.719378643523877e-22,1.0634768361910006e-07,0.020000135708035834,9.482046284094429e-09,55.55999983876487,2.579391532853652e-08,2.022223529076043e-25,6.225151872636805e-39,1.660165711479629e-91,8.99579795396714e-09,2.189965606100749e-15,5.110733937532073e-27,1.424418134589271e-19,5.502545731687896e-16,0.00025499524083673103,1.5360720427106935e-10,5.379120110866776e-22,2.663793724281475e-19,2.243279800476913e-176,1.992100833961389e-07,1.656720687038362e-09,2.95687531584328e-08
1.1170355996957477e-08,1.4479099354902636e-27,8.383560509291945e-22,1.0563207965472526e-07,0.019999894367912135,4.109552029520088e-15,7.144929085529689e-22,8.219104008109019e-15,3.545855496479778e-44,1.1461481073587905e-34,3.378739909205983e-185,2.206328110363514e-87,6.659323070333056e-143,1.6373332622477889e-170,1.6589122936473727e-63,1.5449329614413076e-44,2.5334580593990497e-40,1.552709567279004e-99,5.22344900186628e-91,4.332505192300823e-127,2.131058477515402e-95,1.0129453849516597e-21,1.0683673122553443e-07,0.02000013701353614,9.554320596885042e-09,55.559999836799214,2.5989248664962773e-08,2.107517779460304e-25,6.537673878341124e-39,1.9256084824068966e-91,9.088840309708076e-09,2.205192334940089e-15,5.295896210031679e-27,1.4460316657196264e-19,5.544736945408236e-16,0.00025499518089142136,1.5375388766471403e-10,5.502130446386985e-22,2.685310094455898e-19,2.9178250808693042e-176,2.0071857083075172e-07,1.6567305008418816e-09,2.9570961109244097e-08
1.1254307731422643e-08,1.5264534627624748e-27,8.73431259266865e-22,1.0693989317231289e-07,0.01999989306009834,4.247067618138783e-15,7.503375234882455e-22,8.49413517726554e-15,3.942116226509399e-44,1.2540323803123842e-34,4.4949777745519376e-185,2.5268923940470244e-87,8.322491962556266e-143,2.10892023324161e-170,1.9214284813467298e-63,1.646917750180202e-44,2.6455121731708974e-40,1.8061682438025595e-99,6.020768193859617e-91,5.194343174981935e-127,2.4597727793344915e-95,1.0553235512931561e-21,1.0732098393163992e-07,0.020000138323606427,9.626596889116296e-09,55.55999983483356,2.6184582205371752e-08,2.1956775029932436e-25,6.863197444626885e-39,2.2308861059473136e-91,9.18210313793594e-09,2.220436295322281e-15,5.486142021138549e-27,1.46780732488378e-19,5.586928045459426e-16,0.0002549951207264928,1.5389969084096847e-10,5.627000207172888e-22,2.7068263672075733e-19,3.78746498192472e-176,2.0222705764760745e-07,1.6567401430131156e-09,2.9573062138562228e-08
1.138963145198391e-08,1.660614766639639e-27,9.32442599327118e-22,1.0905771725369626e-07,0.019999890942273803,4.475936008747908e-15,8.112702752682022e-22,8.951871944278193e-15,4.667961779047071e-44,1.4475305342976376e-34,7.094363555095983e-185,3.137725819178094e-87,1.188192468947913e-142,3.1600741457050415e-170,2.4289658237989717e-63,1.823767374097343e-44,2.834500961116802e-40,2.2991207110505326e-99,7.553019843019639e-91,6.939410986027523e-127,3.092654241917755e-95,1.12660478053626e-21,1.080915790514534e-07,0.020000140444853907,9.743104796438958e-09,55.55999983166509,2.649944523914672e-08,2.343997867380456e-25,7.416378560530159e-39,2.821452565785303e-91,9.332894073227706e-09,2.24504534004175e-15,5.8037437341198015e-27,1.5032492702979105e-19,5.654936617894969e-16,0.00025499502328848046,1.541329964855998e-10,5.832230137593412e-22,2.7415087430475745e-19,5.7465736418734276e-176,2.0465862073410154e-07,1.6567553375301265e-09,2.95762365483367e-08
1.1524955172545179e-08,1.8045800758517512e-27,9.946123044750177e-22,1.1118738192855544e-07,0.01999988881260865,4.7138940098408235e-15,8.762762903577054e-22,9.42778793070884e-15,5.515603556374563e-44,1.6678244283722295e-34,1.1130911222742302e-184,3.885790918805365e-87,1.688769069713692e-142,4.7109118592238816e-170,3.0613945365057776e-63,2.0170586036252488e-44,3.034196350842665e-40,2.9177878616988493e-99,9.448772556537509e-91,9.237574170611929e-127,3.877422353136688e-95,1.2016783091041098e-21,1.0885001151317465e-07,0.020000142577695106,9.859617667753505e-09,55.559999828496615,2.681430881301729e-08,2.500254472381694e-25,8.006310564022721e-39,3.5579236746371045e-91,9.48424278258316e-09,2.2697008960249465e-15,6.135196773610238e-27,1.5391123791879549e-19,5.722944931444907e-16,0.0002549949252945601,1.5436436610457946e-10,6.042385691780784e-22,2.7761908884907696e-19,8.67351491318552e-176,2.0709018219231987e-07,1.6567701210317773e-09,2.9579166410856226e-08
1.1660278893106447e-08,1.958920379361979e-27,1.0600649272234862e-21,1.1332869733215786e-07,0.019999886671292752,4.961170367651159e-15,9.455696271806648e-22,9.922340628912555e-15,6.503533104847399e-44,1.91820801722968e-34,1.7365915726394287e-184,4.799643297241833e-87,2.3898099736837855e-142,6.988206221988304e-170,3.8472524130237014e-63,2.228086623799834e-44,3.2450449169938607e-40,3.69214755459461e-99,1.1788122636063166e-90,1.2253950482032085e-126,4.847965045916288e-95,1.2806913411027935e-21,1.0959646174203396e-07,0.02000014472195892,9.976135397522185e-09,55.55999982532814,2.7129172933198535e-08,2.6647601500198557e-25,8.634917069127774e-39,4.473848169986093e-91,9.636140167023068e-09,2.294403863788026e-15,6.480905143324584e-27,1.5753965941577465e-19,5.790953007978969e-16,0.0002549948267536352,1.5459399480333237e-10,6.257525048175041e-22,2.8108728164499715e-19,1.3024909759495677e-175,2.0952174200803806e-07,1.6567845132681546e-09,2.9581870276518817e-08
1.1795602613667715e-08,2.1242312718890158e-27,1.1289281260623543e-21,1.154814766405147e-07,0.01999988451851293,5.217995933063239e-15,1.0193724880267432e-21,1.0435991740540237e-14,7.652755426962839e-44,2.2023290737337653e-34,2.694622001566105e-184,5.9133095326242015e-87,3.3675653561871594e-142,1.0316776337431381e-169,4.821099739001721e-63,2.4582303413998693e-44,3.467504902521073e-40,4.6588193372128435e-99,1.4667493722044411e-90,1.619992782660587e-126,6.045168100346581e-95,1.363794709720663e-21,1.1033110837445297e-07,0.02000014687747588,1.0092657883863844e-08,55.55999982215967,2.7444037605897205e-08,2.837835525779658e-25,9.304194958147484e-39,5.609913325501467e-91,9.788577284458029e-09,2.3191550169990636e-15,6.84127852315313e-27,1.6121018578274294e-19,5.858960864390471e-16,0.00025499472767446764,1.5482206241535706e-10,6.477706377147725e-22,2.8455545396280083e-19,1.9462924332247508e-175,2.1195330016708444e-07,1.6567985326989834e-09,2.9584365294920368e-08
1.1930926334228983e-08,2.3011336532933936e-27,1.2013326974715622e-21,1.1764553602570139e-07,0.019999882354453012,5.484603630601286e-15,1.0979154521068995e-21,1.0969207114517357e-14,8.987094409531492e-44,2.5242221954977714e-34,4.1591126187444644e-184,7.267253950330807e-87,4.725831361150776e-142,1.5159832065368025e-169,6.024693776851283e-63,2.7089567192609246e-44,3.7020463317687775e-40,5.862251165791769e-99,1.820271672211856e-90,2.134550258680356e-126,7.518250091137283e-95,1.451142371190478e-21,1.1105412820127746e-07,0.020000149044078187,1.0209185028354132e-08,55.559999818991194,2.775890283731173e-08,3.019809098605835e-25,1.0016216186691266e-38,7.015341203271553e-91,9.941545346569502e-09,2.343955009473638e-15,7.216732254924174e-27,1.649228112833467e-19,5.926968516161e-16,0.0002549946280656795,1.55048734613593e-10,6.702987840993932e-22,2.8802360699787574e-19,2.894322317791072e-175,2.143848566553391e-07,1.6568121965833326e-09,2.9586667318707646e-08
1.206625005479025e-08,2.4902744073294365e-27,1.2774126037693135e-21,1.1982069460781705e-07,0.019999880179293876,5.761228424865492e-15,1.1814376436151994e-21,1.1522456679915627e-14,1.0533528016545965e-43,2.888344001421761e-34,6.38657787918768e-184,8.90949548695729e-87,6.605345730448703e-142,2.2175218459859736e-169,7.508367542419255e-63,2.981825180840543e-44,3.949151123559854e-40,7.356438733786352e-99,2.253261466142917e-90,2.8034395840271344e-126,9.326329164414945e-95,1.542891770372767e-21,1.1176569612099272e-07,0.02000015122159979,1.0325716735835552e-08,55.55999981582272,2.8073768633632316e-08,3.2110173104400046e-25,1.0773129513029802e-38,8.749557279667442e-91,1.0095035715591288e-08,2.368804388027363e-15,7.607687320694897e-27,1.6867753018286274e-19,5.994975980598871e-16,0.0002549945279357557,1.5527416395773094e-10,6.933427593934637e-22,2.9149174182504843e-19,4.2839357601602175e-175,2.1681641145873296e-07,1.6568255210661792e-09,2.9588791000953743e-08
1.2201573775351519e-08,2.692327086013754e-27,1.3573050004911263e-21,1.2200677440766342e-07,0.0199998779932135,6.0481072872077496e-15,1.270186901354207e-21,1.2096214379303979e-14,1.232255825765859e-43,3.2996109996033003e-34,9.757915654546413e-184,1.0896900940351426e-86,9.196202334321896e-142,3.229336082090609e-169,9.332649874243704e-63,3.2784921723650886e-44,4.209313187403362e-40,9.206941427659872e-99,2.7823208200923672e-90,3.670278921290914e-126,1.1540258692815288e-94,1.6392041986991074e-21,1.1246598509874502e-07,0.02000015340987641,1.0442252914238888e-08,55.55999981265425,2.8388635001040977e-08,3.411804614573076e-25,1.157716224040756e-38,1.0884139911757836e-90,1.024903990118705e-08,2.3937036006862293e-15,8.014570320953028e-27,1.7247433674819714e-19,6.062983273990465e-16,0.0002549944272930456,1.5549849087349913e-10,7.169083782118954e-22,2.9495985944515666e-19,6.311696987491208e-175,2.1924796456324682e-07,1.6568385212578707e-09,2.959074988595704e-08
1.2353187538782954e-08,2.9349045581966633e-27,1.4515165618680581e-21,1.2446876674122966e-07,0.0199998755312205,6.3819952064464286e-15,1.376145358655904e-21,1.276399018669323e-14,1.4657537700218055e-43,3.823063161253976e-34,1.558589460130219e-183,1.361629288368982e-86,1.3258482730372844e-141,4.8925526803694857e-169,1.1870506294501042e-62,3.6413086507056515e-44,4.516927514980493e-40,1.1801019278009442e-98,3.5135590927243774e-90,4.944486616341516e-126,1.4607030695375814e-94,1.7527342646200956e-21,1.1323738774379674e-07,0.02000015587414827,1.0572822723032867e-08,55.55999980910436,2.8741405140461762e-08,3.648575810355612e-25,1.2536800542798354e-38,1.3857067929576038e-90,1.042218285483596e-08,2.4216597754659056e-15,8.489886408685999e-27,1.7677818172351785e-19,6.139176983989268e-16,0.00025499431393619586,1.5574867240229276e-10,7.439375845413329e-22,2.9884544401978007e-19,9.685206615498875e-175,2.2197222192342778e-07,1.6568527187067786e-09,2.959276433118889e-08
1.2504801302214389e-08,3.195598096312566e-27,1.550892328269299e-21,1.26944006091058e-07,0.019999873055980454,6.729393461371251e-15,1.489362400491225e-21,1.3458786662350923e-14,1.7395390313264048e-43,4.420945093732529e-34,2.4756636710938005e-183,1.696631978847898e-86,1.902866507003687e-141,7.37503718280802e-169,1.505110226862306e-62,4.0388407191399986e-44,4.842297461937821e-40,1.507863586210175e-98,4.423872332956464e-90,6.63622059030196e-126,1.8433705934870238e-94,1.8724367739489475e-21,1.139950845986353e-07,0.020000158351490754,1.070339791091065e-08,55.559999805554476,2.9094176013159665e-08,3.898321884617823e-25,1.3561852727089708e-38,1.7587593050926085e-90,1.0595948778508224e-08,2.449679324025448e-15,8.986354856311369e-27,1.8113484188763068e-19,6.215370510674012e-16,0.00025499419995734043,1.5599779804133335e-10,7.716370554452822e-22,3.0273100948996585e-19,1.4783796819913343e-174,2.2469647711398387e-07,1.6568665453812468e-09,2.9594603781802093e-08
1.2656415065645824e-08,3.475480799240047e-27,1.6556397251974289e-21,1.2943225469876363e-07,0.019999870567731125,7.090643985933944e-15,1.610227461397638e-21,1.4181287673962932e-14,2.0598901539604233e-43,5.102632098975865e-34,3.910321225559188e-183,2.1082242216202132e-86,2.718799633776816e-141,1.1061514911382137e-168,1.9025374044153456e-62,4.4738975851504134e-44,5.186172129404952e-40,1.9207555241284255e-98,5.553982395533128e-90,8.87426359687244e-126,2.3195253942971995e-94,1.998554678648023e-21,1.1473930997226498e-07,0.020000160841681106,1.0833978360713723e-08,55.5599998020046,2.9446947627792847e-08,4.161563726832569e-25,1.465581912444081e-38,2.225521807019363e-90,1.0770326363520708e-08,2.477762498577038e-15,9.504600543321029e-27,1.8554430918506278e-19,6.29156387192336e-16,0.0002549940853676361,1.5624601910997543e-10,8.000149647112337e-22,3.066165569691722e-19,2.2450803976380883e-174,2.2742073011541362e-07,1.6568800185621974e-09,2.9596283073775597e-08
1.2808028829077259e-08,3.7756721002807155e-27,1.7659713433495493e-21,1.3193327903831225e-07,0.019999868066706034,7.466091632530682e-15,1.739145007656047e-21,1.4932182926094977e-14,2.433956239098621e-43,5.878523831193623e-34,6.141672771273601e-183,2.6125900348247874e-86,3.86745818404448e-141,1.65078551575918e-168,2.3976808544511115e-62,4.949473393351196e-44,5.549319921111214e-40,2.4392047353934354e-98,6.953126941142022e-90,1.1824579701621565e-125,2.9103642806608774e-94,2.1313352768331727e-21,1.154702949742498e-07,0.020000163344499555,1.096456395911667e-08,55.55999979845472,2.9799719993007193e-08,4.438835182867585e-25,1.5822334649884311e-38,2.8078346364405945e-90,1.094530451251882e-08,2.5059094323091243e-15,1.00452569847911e-26,1.900065755628792e-19,6.367757083479808e-16,0.000254993970178042,1.564934733402974e-10,8.290794848665383e-22,3.1050208748097245e-19,3.3918622919429206e-174,2.3014498090828747e-07,1.6568931543478747e-09,2.9597815804860102e-08
1.2959642592508694e-08,4.097339704662246e-27,1.882105062109912e-21,1.3444684980939916e-07,0.01999986555313448,7.85608416411163e-15,1.876534885441006e-21,1.5712167944408118e-14,2.869874340794478e-43,6.760153322320287e-34,9.59329890940436e-183,3.229079159071167e-86,5.477652095047441e-141,2.451569702806955e-168,3.0128253837632163e-62,5.468759368883842e-44,5.932529176579609e-40,3.088426500161798e-98,8.680763297978286e-90,1.570058418715838e-125,3.641553852428151e-94,2.2710336909535005e-21,1.1618826744738975e-07,0.02000016585972937,1.1095154596492692e-08,55.55999979490484,3.015249311743622e-08,4.730683364128971e-25,1.7065173918555937e-38,3.5323058434355887e-90,1.1120872338411167e-08,2.5341201706633896e-15,1.0608966429228479e-26,1.9452163297072054e-19,6.443950154536592e-16,0.0002549938543993196,1.5674028569695516e-10,8.58838787159075e-22,3.143876020466188e-19,5.098780329458284e-174,2.328692294732472e-07,1.6569059677278032e-09,2.9599214409036993e-08
1.3043531929856757e-08,4.284993623254831e-27,1.9489377130957454e-21,1.3584294149346795e-07,0.019999864157042354,8.07824924343565e-15,1.9563534992832423e-21,1.6156498076521818e-14,3.140983782920699e-43,7.298023258322335e-34,1.2249086653574853e-182,3.626639972351319e-86,6.628851251413377e-141,3.0449079660132053e-168,3.4144109373416455e-62,5.776103025298676e-44,6.153478322622927e-40,3.5149187809110225e-98,9.803482987265624e-90,1.834002520362851e-125,4.1175298004981664e-94,2.3513986718888804e-21,1.1658001882863443e-07,0.020000167256685228,1.1167413764679224e-08,55.55999979294066,3.034768617191929e-08,4.898634249317449e-25,1.7787074257830134e-38,4.005796138220926e-90,1.12182651735359e-08,2.5497568454020055e-15,1.0931016530534865e-26,1.970425401487169e-19,6.486108449056875e-16,0.0002549937900885578,1.5687661538768714e-10,8.756064493933532e-22,3.165374876872806e-19,6.37511945233659e-174,2.3437658115087928e-07,1.6569129240930253e-09,2.959993483243603e-08
1.3127421267204821e-08,4.4798070320370746e-27,2.0176534285795262e-21,1.3724276766637475e-07,0.019999862757215728,8.305034305550936e-15,2.0389749262926043e-21,1.6610068172938318e-14,3.4355617094138796e-43,7.874486984817046e-34,1.5615261018472062e-182,4.0699797228566396e-86,8.011833573841279e-141,3.776483009615804e-168,3.8661807958640036e-62,6.098468729556769e-44,6.380955898641538e-40,3.9968516343653934e-98,1.106242057525816e-89,2.1401100341441464e-125,4.651905418845377e-94,2.4340062568240615e-21,1.1696789282546608e-07,0.020000168657339588,1.123967442544234e-08,55.55999979097648,3.0542879462935516e-08,5.071315850482028e-25,1.853422037565375e-38,4.53890178204478e-90,1.1315833481805021e-08,2.5654130193463623e-15,1.1260434854521933e-26,1.9957960554844617e-19,6.528266707394902e-16,0.00025499372560243785,1.5701280128746575e-10,8.925907052322152e-22,3.1868736882997305e-19,7.959367177250266e-174,2.3588393213726734e-07,1.6569197882908027e-09,2.9600619494412773e-08
1.3211310604552885e-08,4.681997415593771e-27,2.0882912096666615e-21,1.3864629108619043e-07,0.019999861353691844,8.536499360479099e-15,2.1244765874704242e-21,1.7072998253656163e-14,3.755453185248144e-43,8.492010727844541e-34,1.9874521091413563e-182,4.564000789437038e-86,9.671147978709636e-141,4.677152006245858e-168,4.373981858714952e-62,6.436480626380653e-44,6.615103268517402e-40,4.540920797224635e-98,1.2473000596391893e-89,2.494760622063571e-125,5.251372140104369e-94,2.5189016958332506e-21,1.1735192674650955e-07,0.02000017006165694,1.1311936561523438e-08,55.559999789012295,3.073807299194268e-08,5.2488260960413905e-25,1.9307308320755836e-38,5.138635479979107e-90,1.141357549813017e-08,2.5810886657151298e-15,1.1597333580416687e-26,2.021328278072099e-19,6.570424930506813e-16,0.0002549936609427079,1.5714886027485364e-10,9.097929383570781e-22,3.2083724561650244e-19,9.922775033558127e-174,2.3739128242915906e-07,1.6569265624818816e-09,2.960127011020161e-08
1.3295199941900948e-08,4.8917871905422916e-27,2.1608905688974917e-21,1.4005347488758617e-07,0.019999859946507572,8.772704676382958e-15,2.212937448339547e-21,1.754540885495489e-14,4.102635677830051e-43,9.1532009823677e-34,2.525540197628856e-182,5.114098640851315e-86,1.1659573580533224e-140,5.784475673587733e-168,4.944302505258022e-62,6.790784518100493e-44,6.856063709421237e-40,5.154665007464729e-98,1.4052291355477728e-89,2.905248365184839e-125,5.9233444037116e-94,2.606131143019113e-21,1.1773215758852127e-07,0.020000171469602073,1.1384200155956287e-08,55.55999978704811,3.093326676039742e-08,5.43126419704065e-25,2.0107048272543065e-38,5.8127903723198995e-90,1.1511489475951466e-08,2.59678375036759e-15,1.1941825699695721e-26,2.0470220556255185e-19,6.612583119471382e-16,0.0002549935961110985,1.5728480831921146e-10,9.272145323288027e-22,3.2298711817784034e-19,1.2352651282370955e-173,2.3889863202330835e-07,1.6569332487458873e-09,2.9601888312108864e-08
