time / s,Au,Au(I)Cl2-,Au(II)Cl4^2-,Au(III)Cl4-,Au2Cl6^2-,Cl,Cl-,Cl2,Cl2-,Cl2O,Cl2O2,Cl2O3,Cl2O4,Cl3-,ClO,ClO-,ClO2,ClO2-,ClO3,ClO3-,ClOH-,H,H+,H2,H2O,H2O2,HCl,HClO,HClO2,HO2,HO2-,HO3,O,O-,O2,O2-,O3,O3-,O4,OH,OH-,eh-
3.0417985598353743e-09,1.1141645192331683e-20,1.4617853842815305e-17,4.718783258117405e-05,0.019952811680931982,2.4324344115241697e-10,1.4532479368337102e-14,4.863314005206908e-10,4.137700897129008e-30,3.965943315588664e-23,3.1789013648257067e-146,2.097835338806414e-67,1.58293579487657e-110,1.4474411271596444e-130,4.67261680166029e-45,2.815155518588297e-34,2.5701327260305275e-32,7.129373937836369e-77,1.8147059974518378e-71,7.695708836188129e-97,4.586956886292275e-71,1.4097858308831825e-13,0.00014258478382987922,0.010243139492135893,0.0002333187245594121,55.55915830292069,7.183445812221177e-05,1.8813960188498707e-21,1.537796419805356e-31,1.2863460033275046e-72,1.349331281560915e-05,4.044754423307962e-08,2.167526985397641e-16,1.0829802608360682e-16,1.2831997142523256e-07,0.00025292667599962195,5.244941258681971e-07,7.91089688303643e-14,7.497752931023076e-11,7.039647705668389e-137,0.0005421458063286419,0.00013188395050508687,6.337388595820391e-05
3.0683212253742426e-09,1.179611022627573e-20,1.5273802111183907e-17,4.7810398636253284e-05,0.01995218909752335,2.519202171565573e-10,1.5349658814705368e-14,5.03677563399634e-10,4.658443517720803e-30,4.377627168529784e-23,4.3612955536992955e-146,2.436329277199523e-67,2.027928994866954e-110,1.9390804292483497e-130,5.572178507198729e-45,3.020515716173864e-34,2.704824610370496e-32,8.437400921491442e-77,2.125019344096572e-71,9.520819588204817e-97,5.378864455298656e-71,1.4755184740104705e-13,0.00014348437572817848,0.0102438416993822,0.00023568781913567628,55.5591520436969,7.248012920525988e-05,1.9659552632654013e-21,1.6216056454566894e-31,1.5180480241638523e-72,1.3620260713060815e-05,4.086283804491499e-08,2.2837350913550204e-16,1.1020840160857436e-16,1.2959624262607558e-07,0.00025289968747388013,5.27543455621884e-07,8.192896561196545e-14,7.611913003870788e-11,9.517704021180446e-137,0.000546811461932423,0.0001319780488269453,6.335466943847029e-05
3.094843890913111e-09,1.2482717554893301e-20,1.5953034736183942e-17,4.843559250646327e-05,0.019951563885840733,2.608264206238881e-10,1.6204759896078258e-14,5.214823006879684e-10,5.2391000411851635e-30,4.827782809874385e-23,5.967018679025638e-146,2.8257642182037148e-67,2.5923643180892116e-110,2.590803006565541e-130,6.637142578662629e-45,3.2388790432440706e-34,2.8452802138580904e-32,9.970567944188237e-77,2.484969873028014e-71,1.175559593245777e-96,6.298576440327751e-71,1.5436775376194663e-13,0.0001443787319864005,0.010244542683291617,0.00023805786263076016,55.55914578888807,7.312629909571222e-05,2.0535227227233304e-21,1.7092015167091934e-31,1.7888792476744371e-72,1.3747306890397257e-05,4.127740125046207e-08,2.4048164880067205e-16,1.1213584561411524e-16,1.308693606233146e-07,0.0002528726001324473,5.3057131159578e-07,8.481584046885925e-14,7.726116807628193e-11,1.2832813191789692e-136,0.0005514756865060342,0.00013206821423802247,6.333555957583297e-05
3.121366556451979e-09,1.3202740033649395e-20,1.665616421353282e-17,4.9063398508471564e-05,0.019950936061559506,2.699660276795854e-10,1.7099175654033016e-14,5.397535566192732e-10,5.885928576008849e-30,5.319614194512626e-23,8.141857173301967e-146,3.2732648394649786e-67,3.306815280123563e-110,3.4525293092337834e-130,7.89657770682797e-45,3.470946840968859e-34,2.9916915331495587e-32,1.1765125228958873e-76,2.9019606038367134e-71,1.4486889883655051e-96,7.365312162037272e-71,1.6143292713235057e-13,0.00014526788175685007,0.01024524257763967,0.00024042884855001915,55.559139538345526,7.377297183053697e-05,2.1441778130279725e-21,1.8007210528351187e-31,2.1050162890244808e-72,1.3874450040024203e-05,4.169125124625897e-08,2.530916579984923e-16,1.1408037075228086e-16,1.3213937615920755e-07,0.00025284541493224554,5.335779943437355e-07,8.777031636107907e-14,7.840354462313732e-11,1.725604339214632e-136,0.0005561384709527716,0.00013215459643941305,6.331655575150994e-05
3.1478892219908474e-09,1.395748887259747e-20,1.738381358872186e-17,4.969380104580367e-05,0.019950305640268135,2.7934304638340173e-10,1.8034336976545416e-14,5.584993391416073e-10,6.605775700475014e-30,5.85656006770066e-23,1.1079855482178664e-145,3.7868782055004506e-67,4.2093087560098104e-110,4.589073580338176e-130,9.384437926658701e-45,3.717451925112221e-34,3.1442551527879037e-32,1.3862765406703032e-76,3.3844202682240537e-71,1.7818906159077773e-96,8.600974417071962e-71,1.6875410932157684e-13,0.0001461518540349114,0.0102459415105474,0.00024280077044389834,55.55913329192634,7.44201514414067e-05,2.2380013286728623e-21,1.896305076903318e-31,2.473544005452131e-72,1.4001688862925529e-05,4.210440542595707e-08,2.6621832131555826e-16,1.1604198978037989e-16,1.3340634007183847e-07,0.00025281813282593507,5.365638004791699e-07,9.079311221511692e-14,7.954616457945037e-11,2.3142534978105286e-136,0.0005607998061964598,0.00013223733940791963,6.329765733344961e-05
3.1744118875297156e-09,1.4748314423964573e-20,1.8136616540780317e-17,5.032678460832868e-05,0.01994967263746867,2.8896151661735247e-10,1.9011713261955694e-14,5.777277196913504e-10,7.406125767449718e-30,6.442308857421397e-23,1.5038658596567063e-145,4.375683820388534e-67,5.347053241126358e-110,6.084390286421323e-130,1.1140347644297555e-44,3.979159731391353e-34,3.3031723110592623e-32,1.6311382401660944e-76,3.94193480185925e-71,2.1876461942621915e-96,1.0030495981321574e-70,1.763381598550623e-13,0.00014703067765969673,0.010246639604699924,0.0002451736219064081,55.559127049493036,7.506784195470008e-05,2.3350754541311893e-21,1.996098295761686e-31,2.9025794373610214e-72,1.4129022068596902e-05,4.2516881143364947e-08,2.7987666754728633e-16,1.1802071556082716e-16,1.34670306891121e-07,0.0002527907547619343,5.395290227238253e-07,9.388494306365604e-14,8.068893587442934e-11,3.095645282375378e-136,0.0005654596831778938,0.00013231658160861289,6.327886367923864e-05
3.200934553068584e-09,1.5576606977379887e-20,1.891521746571047e-17,5.096233377142538e-05,0.019949037068577584,2.9882550997321496e-10,2.0032813088185375e-14,5.974468329666868e-10,8.295153842147946e-30,7.080814366146498e-23,2.0359535914097172e-145,5.049915724642443e-67,6.778547237543962e-110,8.046976977985627e-130,1.3210507137958993e-44,4.256869494444938e-34,3.4686489661056605e-32,1.91659293375701e-76,4.585394363295189e-71,2.680881917544449e-96,1.168222731215002e-70,1.841920568191861e-13,0.00014790438131461942,0.010247336977552667,0.00024754739656691346,55.559120810913484,7.571604739146238e-05,2.4354837751110363e-21,2.1002493817514105e-31,3.4014113763777565e-72,1.425644837498124e-05,4.2928695734678446e-08,2.94081970070537e-16,1.2001656106099832e-16,1.3593132649753907e-07,0.00025276328168445206,5.424739499429013e-07,9.704651979478336e-14,8.183177064728847e-11,4.130301031726325e-136,0.0005701180928630978,0.00013239245619356594,6.326017415271243e-05
3.23735721145004e-09,1.6777756439653693e-20,2.0027684931331248e-17,5.183926414681644e-05,0.019948160110295193,3.1277900932398273e-10,2.1509148461687446e-14,6.25341119320862e-10,9.677017426017214e-30,8.051434129267319e-23,3.073615025442135e-145,6.136380650392468e-67,9.3584619086406e-110,1.176655993977753e-129,1.6665569778134358e-44,4.665849647984973e-34,3.7069684100953577e-32,2.386439802927926e-76,5.632010880374695e-71,3.5340059897645483e-96,1.437233068756488e-70,1.9543029838261447e-13,0.0001490959172372189,0.010248293685326865,0.000250808711943051,55.559112249736124,7.660705193383598e-05,2.5789603097524064e-21,2.2506584140309906e-31,4.219885705961008e-72,1.443158789109469e-05,4.3493180748222314e-08,3.1450939478576314e-16,1.2278530819907697e-16,1.3765833106100163e-07,0.0002527254007496068,5.464855662327456e-07,1.0150315353787011e-13,8.340113508184031e-11,6.112006583542111e-136,0.0005765129180490359,0.0001324913981793952,6.32346769849347e-05
3.273779869831496e-09,1.805610207314152e-20,2.119177113525343e-17,5.272096449876416e-05,0.019947278381073272,3.2721399581189247e-10,2.3075001034662348e-14,6.541977494910902e-10,1.126868361773092e-29,9.141474966440902e-23,4.61859613307241e-145,7.440244059932621e-67,1.2872900188212426e-109,1.712850259221588e-129,2.0983264754102984e-44,5.108858227464576e-34,3.958616975876935e-32,2.9640243792589804e-76,6.901442670514842e-71,4.643211353083342e-96,1.7639846331330113e-70,2.0720958451468474e-13,0.00015027792481292935,0.010249249520633589,0.0002540717401271478,55.559103695273365,7.749904550441112e-05,2.7291096639878556e-21,2.409982621401431e-31,5.222454902959373e-72,1.4606897308099286e-05,4.405649602215162e-08,3.3603853995363534e-16,1.2558639953672745e-16,1.3938000516515256e-07,0.00025268734482656035,5.504601728079816e-07,1.0609446947759072e-13,8.497025087448787e-11,9.002817057236742e-136,0.0005829049358441439,0.00013258454676047025,6.320937332515667e-05
3.3102025282129523e-09,1.9415629901153868e-20,2.2409245492791233e-17,5.360739566107849e-05,0.01994639192005634,3.4214130385064127e-10,2.4734653357900725e-14,6.840383688431185e-10,1.309898227970238e-29,1.0363991895825623e-22,6.908675479230615e-145,9.001825767384167e-67,1.7643674410085712e-109,2.482490847975442e-129,2.636929302597542e-44,5.588303219377133e-34,4.224172983560134e-32,3.6723908481263085e-76,8.437794439747131e-71,6.080862303337431e-96,2.1599944136856716e-70,2.1954909786620614e-13,0.0001514504769056632,0.010250204743647363,0.0002573364649711499,55.55909514722763,7.839203846752996e-05,2.8861614637073462e-21,2.5786454088296074e-31,6.447710440277705e-72,1.478237338228036e-05,4.461868572827095e-08,3.587112160804308e-16,1.2841986962108688e-16,1.4109647441783273e-07,0.0002526491163221075,5.543984832807052e-07,1.1082227222361477e-13,8.653892087159533e-11,1.3201153271446912e-135,0.0005892941230456691,0.0001326722020201285,6.318426152589875e-05
3.3466251865944084e-09,2.0860481807095867e-20,2.3681916927174928e-17,5.4498518764618765e-05,0.01994550076609165,3.5757187865455375e-10,2.6492538852445297e-14,7.148848437574738e-10,1.5200298841329508e-29,1.173329188606846e-22,1.0288396606279753e-144,1.0868350580482562e-66,2.409781785157109e-109,3.5825964443745847e-129,3.3076196214039836e-44,6.106734472726317e-34,4.5042326678246414e-32,4.539166895317513e-76,1.02932598106979e-70,7.938532098991535e-96,2.6389067881054316e-70,2.3246845677198796e-13,0.0001526136458377363,0.010251159599139855,0.0002606028704582923,55.559086605317006,7.928604116839255e-05,3.0503505066323735e-21,2.757085758406189e-31,7.941758703190956e-72,1.4958012898918653e-05,4.517979363354917e-08,3.825701040933223e-16,1.3128575337002755e-16,1.4280786287306682e-07,0.0002526107176283414,5.583011983518517e-07,1.1568835255066182e-13,8.810695876447974e-11,1.9272087803267914e-135,0.0005956804565254615,0.0001327546483512319,6.315933994488398e-05
3.3830478449758646e-09,2.2394959651346224e-20,2.50116342679332e-17,5.539429523510186e-05,0.01994460495773137,3.7351677565249183e-10,2.835324521454238e-14,7.467592604499259e-10,1.7608963822953732e-29,1.3265037436959953e-22,1.5254989811003936e-144,1.309503600007467e-66,3.2800222358187844e-109,5.1486424304289835e-129,4.1413534239115903e-44,6.666850531326808e-34,4.799410508062143e-32,5.59740880205766e-76,1.2529490889087775e-70,1.0331782983347017e-95,3.2168561655561327e-70,2.459877192043048e-13,0.0001537675033933612,0.010252114317298364,0.00026387094070105143,55.5590780692744,8.018106393297516e-05,3.2219168163113513e-21,2.945758687746074e-31,9.759575713892663e-72,1.5133812672000926e-05,4.57398630414261e-08,4.076587551637697e-16,1.341840860714146e-16,1.4451429295315018e-07,0.0002525721511227373,5.6216900602361e-07,1.2069448753616073e-13,8.967418861638114e-11,2.8013851311339244e-135,0.0006020639132299772,0.0001328321552742364,6.313460694758087e-05
3.4194705033573207e-09,2.402352944080898e-20,2.6400286647075277e-17,5.6294686790919505e-05,0.019943704533234782,3.8998715989522783e-10,3.0321517851434635e-14,7.79683923778896e-10,2.036567972976459e-29,1.497635738065805e-22,2.2523161854165832e-144,1.574633665179537e-66,4.449584777540439e-109,7.369083110532399e-129,5.176016469555447e-44,7.271505741294258e-34,5.110339560100231e-32,6.886590206206343e-76,1.521918074344582e-70,1.3406056342510381e-95,3.912886374087851e-70,2.6012738667499253e-13,0.00015491212082215517,0.010253069114501556,0.00026714065993903204,55.559069538846785,8.107711706793683e-05,3.401105695878163e-21,3.1451357246650445e-31,1.1966586682651996e-71,1.5309769543936135e-05,4.629893674920328e-08,4.3402159039832694e-16,1.3711490338236173e-16,1.4621588342203577e-07,0.00025253341916823646,5.660025818060547e-07,1.2584244063483526e-13,9.124044470639875e-11,4.05495884600929e-135,0.0006084444701822061,0.00013290497821433732,6.311006090983676e-05
3.455893161738777e-09,2.5750825550919382e-20,2.78498038930533e-17,5.7199655441020095e-05,0.019942799530570387,4.069943054563555e-10,3.240226334739931e-14,8.136813560399537e-10,2.351598844441997e-29,1.6885965319807958e-22,3.3116201144700557e-144,1.8897366287251593e-66,6.016417591028633e-109,1.0505094450276787e-128,6.457903917531492e-44,7.923717645298216e-34,5.437671789475752e-32,8.45375722117407e-76,1.8447889366206808e-70,1.7343915261618164e-95,4.749434992496966e-70,2.749084080950656e-13,0.00015604756884266967,0.010254024194055108,0.0002704120125379369,55.559061013794455,8.197421086053133e-05,3.58816778157144e-21,3.355705399287435e-31,1.4640504976592344e-71,1.5485880385276262e-05,4.685705699552142e-08,4.61703900241058e-16,1.400782413284817e-16,1.479127508867756e-07,0.00025249452411332736,5.69802588920891e-07,1.3113396188064088e-13,9.280557084424225e-11,5.8453520772527e-135,0.000614822104480116,0.00013297335923717038,6.308570021828883e-05
3.5068888691905316e-09,2.834429746814913e-20,2.998531339128555e-17,5.847432930919987e-05,0.019941524807231343,4.317297371396722e-10,3.551420166380524e-14,8.631272982551135e-10,2.8686110606792905e-29,1.9932034118452662e-22,5.642810081991679e-144,2.43178805575651e-66,9.12953572206039e-109,1.7146276092084151e-128,8.777945064256009e-44,8.922896431876711e-34,5.92481538425011e-32,1.1223577146783354e-75,2.4068800883253503e-70,2.4754244694295766e-95,6.207910737182283e-70,2.9672190230853453e-13,0.0001576220473752463,0.010255362245691905,0.00027499497903347287,55.55904908638978,8.323200840910588e-05,3.8637923729709026e-21,3.670299026406042e-31,1.934741396073049e-71,1.5732707634444417e-05,4.763696358649978e-08,5.027672208707549e-16,1.4428194953254064e-16,1.502808310254302e-07,0.0002524397971797158,5.750678500501899e-07,1.387871997673817e-13,9.49947419934469e-11,9.688749179048217e-135,0.0006237465362788693,0.00013306207136111475,6.305190095817637e-05
3.5578845766422864e-09,3.115453353699785e-20,3.2249553119846563e-17,5.97577992822998e-05,0.019940241285575096,4.5757131112213957e-10,3.8871063990177887e-14,9.147839208937644e-10,3.4888036039867826e-29,2.346937232085367e-22,9.541170392577469e-144,3.1179369031194217e-66,1.3769396296418844e-108,2.7779630124270035e-128,1.189263162325075e-43,1.0030925124947474e-33,6.447340030347093e-32,1.4839056783854942e-75,3.12812098954977e-70,3.513802050727348e-95,8.082358002358432e-70,3.1989490562336456e-13,0.00015917887949740343,0.0102567017091218,0.0002795810748688549,55.5590371684948,8.449189420702893e-05,4.156074238440099e-21,4.009277188167673e-31,2.54633679772347e-71,1.5979822213107492e-05,4.841519484913061e-08,5.466372856410152e-16,1.485495806411227e-16,1.5264017645718164e-07,0.00025238476145198233,5.802703289189018e-07,1.4673000124608814e-13,9.718103677566818e-11,1.5937280460919626e-134,0.0006326651316444301,0.00013314311430851636,6.301845754591648e-05
3.608880284094041e-09,3.4196016763815207e-20,3.4648230882550234e-17,6.104996391083614e-05,0.01993894906698711,4.84551033919643e-10,4.2487990991980843e-14,9.687151598535546e-10,4.230738927027758e-29,2.756810014984132e-22,1.601164143160979e-143,3.9835734270344257e-66,2.064473966602132e-108,4.468410068135823e-128,1.6061310970052854e-43,1.1257882386480852e-33,7.007229740597588e-32,1.954015346158507e-75,4.0502621978462873e-70,4.961352300037038e-95,1.0482649209970751e-69,3.4448942296785473e-13,0.00016071825414035166,0.010258043028499985,0.00028417025834869295,55.55902525956791,8.575389629504023e-05,4.465755205672304e-21,4.37416093619574e-31,3.3380015486946046e-71,1.6227215803897422e-05,4.919186042614811e-08,5.934469705906596e-16,1.5288123715547728e-16,1.5499107795458657e-07,0.00025232942323495726,5.854117288910482e-07,1.5496704028085334e-13,9.9364112147225e-11,2.6021448180411773e-134,0.0006415778284659789,0.00013321703581515963,6.298536568296753e-05
3.659875991545796e-09,3.748395783401606e-20,3.718721801572899e-17,6.235072282332411e-05,0.019937648251774052,5.127013196412926e-10,4.638080824015625e-14,1.024985763746214e-09,5.115964682149653e-29,3.230708166926162e-22,2.6674223905859256e-143,5.072093069137521e-66,3.077559098150713e-108,7.137413206933879e-128,2.16238960310152e-43,1.261462753918847e-33,7.606547421581688e-32,2.562994310124566e-75,5.225171285975873e-70,6.969256927007743e-95,1.354545448534325e-69,3.705692470627722e-13,0.00016224035825982571,0.010259386609367411,0.00028876248823988935,55.559013359107084,8.701804263736078e-05,4.79359857036184e-21,4.766546846611947e-31,4.358979152220186e-71,1.6474880192682427e-05,4.996706727697563e-08,6.433324731617058e-16,1.5727702297891372e-16,1.5733381489865933e-07,0.00025227378877942146,5.904937096201559e-07,1.6350294211101454e-13,1.0154365464974827e-10,4.2180383127853757e-134,0.0006504845649225985,0.00013328434392681572,6.295262112550052e-05
3.7108716989975507e-09,4.1034319481578646e-20,3.987255143368536e-17,6.365997671530081e-05,0.01993633893917474,5.420549865907889e-10,5.056604579913184e-14,1.083661287061521e-09,6.169438521141292e-29,3.77748615080626e-22,4.4123046040827495e-143,6.436559508998518e-66,4.5622504552539074e-108,1.1323532915718199e-127,2.9024636433757447e-43,1.4112851166843975e-33,8.247436713221651e-32,3.348996800326957e-75,6.717091419421334e-70,9.740987783434598e-95,1.7440261598625697e-69,3.9819997760158586e-13,0.0001637453768551384,0.010260732821518053,0.0002933577237663747,55.55900146664697,8.828436112107378e-05,5.140389376127303e-21,5.1881103932553765e-31,5.670986516144979e-71,1.67228072671967e-05,5.074091958843821e-08,6.964333040054679e-16,1.6173704341264744e-16,1.5966865525664568e-07,0.0002522178642825325,5.955178880127218e-07,1.7234228414332087e-13,1.0371937846676479e-10,6.789625127280748e-134,0.0006593852794829384,0.000133345509875484,6.292021968555809e-05
3.7618674064493055e-09,4.486384123022269e-20,4.271043565651255e-17,6.497762733845412e-05,0.019935021227371046,5.726452538337544e-10,5.506095802096989e-14,1.1448080832633578e-09,7.420005302295033e-29,4.407068513437648e-22,7.2484854309320025e-143,8.141682477009369e-66,6.7266305758428454e-108,1.7846931670407758e-127,3.8842498926383245e-43,1.576512866313341e-33,8.932123838273341e-32,4.3598998474831223e-75,8.605360141666481e-70,1.3549187065969415e-94,2.2376629820971123e-69,4.274490400681051e-13,0.00016523349298820227,0.0102620820016609,0.00029795592460408804,55.55898958175622,8.955287955549002e-05,5.506934692523425e-21,5.640609537060719e-31,7.351128130496253e-71,1.6970989015694518e-05,5.151351870835147e-08,7.528922777453895e-16,1.6626140515161323e-16,1.6199585584023238e-07,0.00025216165588824756,6.00485839167706e-07,1.8148959685810213e-13,1.05891023542024e-10,1.0854924688980476e-133,0.0006682799109046133,0.00013340097075051818,6.288815723166802e-05
3.8566029496992125e-09,5.2779490950937545e-20,4.8409233965186504e-17,6.744740538475e-05,0.01993255132887373,6.328707626912877e-10,6.429522715081309e-14,1.2651910081624067e-09,1.0383608931316882e-28,5.83531180656718e-22,1.792753892605238e-142,1.2494582537741166e-65,1.3650097888843895e-107,4.088650206366476e-127,6.623144377775354e-43,1.929038432917693e-33,1.032828578285945e-31,7.050223545960778e-75,1.3515263111960192e-69,2.47059947986194e-94,3.523744576009726e-69,4.863190151936077e-13,0.00016795374098919338,0.010264597297465164,0.0003065058113848219,55.55896752175324,9.19153607599652e-05,6.243155852214825e-21,6.569701589309169e-31,1.1794519764774546e-70,1.743268930189623e-05,5.2945795969824925e-08,8.671920322319855e-16,1.748375427867169e-16,1.6629968499543616e-07,0.00025205650382514183,6.09570838839769e-07,1.9931546135946102e-13,1.0991370751904567e-10,2.5527803319731664e-133,0.0006847872552843879,0.00013349021993103245,6.282948023855371e-05
3.9513384929491196e-09,6.183981530618651e-20,5.469906603732073e-17,6.994521298759388e-05,0.019930053391613765,6.976993193107281e-10,7.478334724301468e-14,1.3947724892810244e-09,1.4407692633799627e-28,7.672208692240121e-22,4.332802069355728e-142,1.897791700629351e-65,2.7217079356597953e-107,9.166236728819644e-127,1.1183079171711549e-42,2.3490737492189922e-33,1.1899246143921037e-31,1.1266830596464273e-74,2.0995025808391164e-69,4.4355010670505077e-94,5.48755259404722e-69,5.514756300896752e-13,0.00017061742457678573,0.010267125583801261,0.0003150655428477115,55.55894548421011,9.428570694096029e-05,7.055955276074953e-21,7.624653810021953e-31,1.8705246214619898e-70,1.789519142066101e-05,5.4374690760313075e-08,9.945544040277993e-16,1.8363680887919384e-16,1.7057946358992107e-07,0.000251950431559194,6.18476531877306e-07,2.182479513279598e-13,1.1392020182158064e-10,5.870187472859642e-133,0.0007012730077874051,0.00013356349739090928,6.277193349237646e-05
4.0460740361990266e-09,7.217538819550617e-20,6.162446464052757e-17,7.247044849032226e-05,0.01992752801680037,7.673546497992106e-10,8.665735364114325e-14,1.5339993630928018e-09,1.9830096383769836e-28,1.0019981053356894e-21,1.025735151024915e-141,2.854509784270806e-65,5.3389176827502197e-107,2.0147275332781284e-126,1.8705497513493428e-42,2.8475677800768543e-33,1.3661686712296452e-31,1.7805449970600078e-74,3.227696624435861e-69,7.8476250319111e-94,8.456170703037061e-69,6.234026796539458e-13,0.00017322566556006113,0.010269668278976915,0.00032363487254222873,55.558923467126796,9.666409420211229e-05,7.95113297015453e-21,8.81931467763542e-31,2.934064628989419e-70,1.8358446672860503e-05,5.58007733341757e-08,1.1359849603533107e-15,1.926599254537301e-16,1.7483654186429762e-07,0.00025184347704942396,6.272119342164425e-07,2.3831488924168787e-13,1.179094244756953e-10,1.3223886232176664e-132,0.0007177367836843302,0.00013362283666010845,6.271549204489136e-05
4.140809579448934e-09,8.392780432290335e-20,6.923209254773041e-17,7.502252209891942e-05,0.019924975793771036,8.420650130720194e-10,1.0005930159921628e-13,1.6833274987332757e-09,2.7083621654839438e-28,1.3002908449346469e-21,2.3807342108999922e-141,4.253857163910584e-65,1.0311212158444483e-106,4.345779174475809e-126,3.1002748033212075e-42,3.436971694023617e-33,1.5633400905094441e-31,2.784166402077404e-74,4.913337653216837e-69,1.369318952861314e-93,1.2900885922010285e-68,7.026068975248573e-13,0.0001757795639527519,0.010272226548427459,0.0003322135590915159,55.55890146876662,9.905069767512759e-05,8.934769738263618e-21,1.0168826324126742e-30,4.554423216837072e-70,1.8822407469836003e-05,5.722457987891178e-08,1.292527780294352e-15,2.0190763084131142e-16,1.7907215004591106e-07,0.00025173567764931156,6.357856230754111e-07,2.5954359837990046e-13,1.2188049543970582e-10,2.921760820161263e-132,0.0007341782016531498,0.00013367000647135236,6.266013159359663e-05
4.235545122698841e-09,9.725028340284808e-20,7.757078448962529e-17,7.760085565732982e-05,0.019922397300216402,9.220631208520471e-10,1.1514173463207987e-13,1.8432216371729746e-09,3.6719392948793116e-28,1.6771370374048066e-21,5.422394982795687e-141,6.2835034974355144e-65,1.9621341050457758e-106,9.206921091740032e-126,5.0927950668654565e-42,4.1314213016838616e-33,1.7833336091297207e-31,4.3096090680892716e-74,7.409260331307601e-69,2.3579256218341115e-93,1.949521810016499e-68,7.896183136901655e-13,0.00017828019838131068,0.010274801339008658,0.000340801366097402,55.558879487621844,0.00010144569150463592,1.0013233018418167e-20,1.1689757027922887e-30,6.999460531214179e-70,1.9287027306681754e-05,5.864661337148345e-08,1.4652651182397154e-15,2.1138067958093537e-16,1.8328740284392947e-07,0.0002516270701156787,6.442057547887545e-07,2.8196092087570606e-13,1.2583270960459864e-10,6.336230378569331e-132,0.0007505968837683913,0.0001337065452740086,6.260582846236142e-05
4.330280665948748e-09,1.1230828823397826e-19,8.669158833206022e-17,8.02048824267509e-05,0.0199197931024011,1.007586056979569e-09,1.3206816016441645e-13,2.01415522902444e-09,4.943516021597226e-28,2.1506500009795176e-21,1.213055490010444e-140,9.20401858866883e-65,3.681451332193846e-106,1.9175516692551108e-125,8.293451626795317e-42,4.946942721367649e-33,2.028163623264857e-31,6.6069387848967304e-74,1.107345244612668e-68,4.009492760721045e-93,2.9194455294772154e-68,8.849905914489985e-13,0.00018072862648818905,0.01027739340875708,0.00034939806204835653,55.55885752238369,0.00010384924883263938,1.1193182636442207e-20,1.340025475832492e-30,1.0655427903295894e-69,1.975226073611995e-05,6.006734512947102e-08,1.6553170412183878e-15,2.210798423199244e-16,1.8748331153940662e-07,0.00025151769061744944,6.524800820944236e-07,3.0559323498676106e-13,1.2976551177913564e-10,1.3500278939604825e-131,0.0007669924554831565,0.00013373379120821144,6.255255957763379e-05
4.425016209198655e-09,1.2928015612917798e-19,9.664780548217383e-17,8.283404686860875e-05,0.019917163755380954,1.0988751961800218e-09,1.5101353164961674e-13,2.1966102712668475e-09,6.610940020133018e-28,2.7425519151066646e-21,2.6677914589757245e-140,1.3374846109992216e-64,6.815107900509891e-106,3.9293757045540595e-125,1.3391504406297627e-41,5.901684698839386e-33,2.299968481845217e-31,1.0036427021014622e-73,1.6409144147147461e-68,6.736601268715656e-93,4.3343640170017864e-68,9.893013563115416e-13,0.00018312588532975001,0.010280003352955574,0.00035800342022532336,55.5588355719161,0.00010626154178380859,1.2481576477656371e-20,1.5320225560925022e-30,1.6074726450237847e-69,2.0218063343092736e-05,6.148721583023992e-08,1.863841042488144e-15,2.310059057125871e-16,1.9166078734216564e-07,0.0002514075747442961,6.606159707424368e-07,3.3046647127679417e-13,1.3367847547112046e-10,2.828437354621056e-131,0.0007833645456200895,0.00013375290838392985,6.25003024510841e-05
4.565892179034679e-09,1.5847320823580423e-19,1.131180705497905e-16,8.678904770793451e-05,0.0199132084606563,1.2458178527834407e-09,1.8332445653027228e-13,2.4902903629105397e-09,1.006587631881654e-27,3.898682478650957e-21,8.371868814272537e-140,2.2994084372543564e-64,1.6639900738647854e-105,1.1109591501002154e-124,2.6895647152371917e-41,7.62370457591571e-33,2.7589419916363943e-31,1.8391879241954178e-73,2.9014014119621643e-68,1.427232704225811e-92,7.684227532890378e-68,1.1622450474348897e-12,0.0001865982755498351,0.010283918455172396,0.00037081551285239877,55.55880295582219,0.00010986524992935571,1.4613696173825398e-20,1.8610243292206644e-30,2.9161689360622587e-69,2.0911692019961754e-05,6.359791222105449e-08,2.210660634210979e-15,2.461877115170954e-16,1.9784052424415497e-07,0.00025124254097638976,6.724733437115139e-07,3.6980345511296237e-13,1.3945988641080896e-10,8.259444458816444e-131,0.0008076663612314741,0.0001337684470594784,6.242441771232306e-05
